st_date,year,state,city,cases,lat,lon
01-07-2015 00:00,2015,Delhi,Delhi,15254,28.6814284,77.2226866
05-10-2015 00:00,2015,West Bengal,Birbhum,284,24.4404094,87.8573107
04-11-2010 00:00,2010,Jharkhand,East Singhbhum,22,22.759344,86.1904324
30-10-2010 00:00,2010,West Bengal,North 24 Parganas,279,22.6832639,88.811292
04-11-2011 00:00,2011,Maharashtra,Ahmednagar,10,19.4756764,74.6207553
14-11-2011 00:00,2011,Tamil Nadu,Ramnathapuram,20,9.2641788,78.836682
12-11-2012 00:00,2012,Maharashtra,Beed,10,18.637451,76.1104866
10-10-2012 00:00,2012,Assam,Bongaigaon,27,26.5030072,90.5535724
21-10-2012 00:00,2012,Maharashtra,Aurangabad,22,19.8556423,75.3803447
03-11-2012 00:00,2012,Maharashtra,Beed,10,18.9241456,75.4381143
14-10-2012 00:00,2012,Jharkhand,Bokaro,27,23.6692956,86.151112
11-11-2013 00:00,2013,Tamil Nadu,Ramanathapuram,12,9.2827495,78.8244446
14-11-2013 00:00,2013,Tamil Nadu,Thanjavur,18,10.3055929,79.338526
28-10-2013 00:00,2013,Karnataka,Gadag,37,16.5633271,74.8185446
05-11-2014 00:00,2014,Marashtra,Nashik,27,20.5785658,74.2883295
11-11-2014 00:00,2014,Karnataka,Raichur,72,16.216018,77.3565608
03-11-2015 00:00,2015,West Bengal,Dakshin Dinajpur,100,25.2201719,88.5779226
21-09-2015 00:00,2015,Arunachal Pradesh,Papumpare,106,27.1086309,93.6983979
26-10-2010 00:00,2010,Assam,sonitpur,9,26.8249388,92.7747298
04-11-2010 00:00,2010,Jharkhand,East Singhbhum,24,22.8047623,86.2028402
18-11-2011 00:00,2011,Tamil Nadu,Perambalur,24,11.2105076,78.928117
22-10-2011 00:00,2011,Manipur,Churachandpur,71,24.3427485,93.6978264
18-10-2011 00:00,2011,Puducherry,Puducherry,152,11.9415915,79.8083133
15-11-2012 00:00,2012,Gujarat,Junagadh,343,21.0770592,70.2318955
22-11-2012 00:00,2012,Karnataka,Kolar,53,13.1681707,78.3934573
29-10-2012 00:00,2012,Bihar,Bhojpur,36,25.466155,84.5222189
08-11-2012 00:00,2012,Maharashtra,Nashik,20,20.086695,74.2861966
24-09-2012 00:00,2012,Uttar Pradesh,Kanpur Nagar,394,26.449923,80.3318736
09-09-2013 00:00,2012,Maharashtra,Ahmednagar,37,19.5869394,74.2439768
24-10-2013 00:00,2012,Maharashtra,Ahmednagar,42,18.9,74.833333
01-10-2013 00:00,2012,Maharashtra,Chandrapur,57,20.3122365,79.2303123
22-10-2013 00:00,2012,Maharashtra,Thane,54,19.1685185,73.0449551
22-11-2014 00:00,2014,Madhya Pradesh,Khandwa,10,21.6954033,76.1406925
12-11-2014 00:00,2014,Madhya Pradesh,Ahmednagar,55,19.6303294,74.830488
21-11-2014 00:00,2014,Tamil Nadu,Perambalur,11,11.3767426,78.7379633
15-08-2014 00:00,2014,Maharashtra,Bhandara,77,20.7572391,79.8842826
04-10-2015 00:00,2015,Kerala,Palakkad,10,10.6443673,76.7787742
05-09-2015 00:00,2015,Bihar,Bihar,7,26.396397,84.5848309
02-09-2015 00:00,2015,Chandigar h,Chandigarh,905,30.7333148,76.7794179
02-09-2015 00:00,2015,Jammu & Kashmir,Jammu & Kashmir,132,33.277839,75.3412179
22-08-2015 00:00,2015,Chhattisgarh,Raipur,57,21.2513844,81.6296413
17-11-2010 00:00,2010,Maharashtra,Ratnagiri,24,17.1867481,73.5559928
04-09-2010 00:00,2010,Chandigarh,Chandigarh,25,30.7333148,76.7794179
21-11-2010 00:00,2010,West Bengal,Bankura,6,23.2561375,87.0186406
26-11-2011 00:00,2011,Tamil Nadu,Coimbatore,13,11.0168445,76.9558321
07-11-2011 00:00,2011,maharashtra,Jalgaon,194,20.9993388,75.6538798
22-10-2012 00:00,2012,Assam,Dhemaji,11,27.5746761,94.6887726
11-10-2012 00:00,2012,Tamil Nadu,Erode,20,11.3197219,77.677508
12-11-2012 00:00,2012,maharashtra,Kolhapur,41,16.6653483,74.2696658
28-10-2012 00:00,2012,West Bengal,Nadia,10,23.8540045,88.4815582
13-10-2012 00:00,2012,Assam,Sonitpur,224,26.7034421,92.7048195
03-09-2012 00:00,2012,Chandigarh,Chandigarh,1887,30.7333148,76.7794179
01-10-2012 00:00,2012,Karnataka,Gulbarga,83,17.3863984,76.9189301
10-08-2012 00:00,2012,Puducherry,Puducherry,846,11.9415915,79.8083133
11-08-2012 00:00,2012,Puducherry,Karaikal,365,10.9254398,79.8380056
25-10-2013 00:00,2013,maharashtra,raigad,60,19.0102461,73.1699163
19-11-2013 00:00,2013,maharashtra,Thane,52,19.3456451,73.218204
13-11-2014 00:00,2014,West Bengal,Hooghly,39,22.751128,88.3405544
31-10-2014 00:00,2014,West Bengal,Murshidabad,77,24.7177564,87.9328282
23-11-2015 00:00,2015,Maharashtra,Beed,13,18.9916196,76.0392691
06-11-2015 00:00,2015,Bihar,Khagaria,29,25.5155663,86.4946563
14-08-2015 00:00,2015,Arunachal Pradesh,West Siang,95,28.1627836,94.8054142
09-11-2010 00:00,2010,Rajasthan,Dholpur,5,26.6913087,77.8944987
04-09-2010 00:00,2010,Chandigarh,Chandigarh,39,30.7333148,76.7794179
26-11-2012 00:00,2012,Maharashtra,Ahmednagar,11,19.5406298,74.005428
26-11-2012 00:00,2012,Maharashtra,Dhule,26,20.9467021,74.2641771
22-10-2012 00:00,2012,Maharashtra,Osmanabad,16,18.3048408,75.5009443
22-11-2012 00:00,2012,Maharashtra,Ratnagiri,21,16.5453974,73.3977156
27-11-2012 00:00,2012,Tamil Nadu,Salem,15,11.5968466,78.5766175
16-10-2012 00:00,2012,odisha,Malkangiri,1,18.3435863,81.8825279
22-11-2012 00:00,2012,Karnataka,Kolar,91,12.8799868,77.7529049
21-11-2013 00:00,2013,Maharashtra,Ahmednagar,15,19.1571608,74.70514
04-12-2014 00:00,2014,Tamilnadu,Virudhunagar,24,9.7449709,78.2891208
09-11-2014 00:00,2014,Maharashtra,Nagpur,22,21.0501393,79.4401438
27-11-2015 00:00,2015,Madhya Pradesh,Bhind,10,26.4264311,78.3059933
01-12-2015 00:00,2015,Tamil Nadu,Tiruvannamalai,14,12.3581879,78.5379581
14-08-2015 00:00,2015,Arunachal Pradesh,West Siang,102,27.9825629,94.6897528
07-12-2011 00:00,2011,Maharashtra,raigad,47,18.643755,72.872096
09-12-2011 00:00,2011,Maharashtra,Nashik,6,19.7771949,73.6893797
23-11-2011 00:00,2011,Maharashtra,Ahmednagar,9,18.995786,74.4497159
10-12-2012 00:00,2012,Maharashtra,Nashik,22,20.709652,74.352151
11-12-2012 00:00,2012,Tamil Nadu,Krishnagiri,11,12.4148308,78.2809702
10-08-2012 00:00,2012,Bihar,Muzaffarpur,123,26.1337031,85.6539571
13-09-2012 00:00,2012,Bihar,Patna,272,25.5940947,85.1375645
15-11-2012 00:00,2012,Maharashtra,Amravati,87,21.2286863,77.6786656
13-10-2012 00:00,2012,Assam,Sonitpur,235,26.8256582,92.775492
01-12-2014 00:00,2014,Arunchal Pradesh,East Siang,15,28.0631741,95.3239197
02-12-2014 00:00,2014,maharashtra,Ratnagiri,46,17.0387524,73.3696621
24-11-2014 00:00,2014,maharashtra,Amravati,32,21.2546515,77.5066969
08-12-2015 00:00,2015,West Bengal,Bardhaman,59,23.5204443,87.3119227
14-10-2015 00:00,2015,Jharkhand,Pakur,91,24.6373827,87.8484168
14-09-2015 00:00,2015,Tamil Nadu,Tirunelveli,85,8.7448162,77.529972
30-06-2015 00:00,2015,Bihar,Bihar,1680,25.6127787,85.1450851
29-10-2010 00:00,2010,Tamil Nadu,Shivaganga,30,13.168056,77.222222
09-09-2010 00:00,2010,West  Bengal,North 24 Parganas,1155,22.6168099,88.402895
15-12-2011 00:00,2011,Tamil Nadu,Ariyalur,7,11.1450212,79.258682
18-12-2011 00:00,2011,Tamil Nadu,Erode,14,11.3237571,77.299936
17-12-2012 00:00,2012,Maharashtra,Dhule,12,20.9879674,74.3135833
01-10-2012 00:00,2012,Maharashtra,Thane,10,19.174913,73.0213414
10-08-2012 00:00,2012,Puducherry,Puducherry,1079,11.9415915,79.8083133
10-08-2012 00:00,2012,Puducherry,Karaikal,431,10.9254398,79.8380056
19-12-2013 00:00,2013,Tamil Nadu,Kanyakumari,17,8.1986082,77.4278838
09-12-2013 00:00,2013,Andhra Pradesh,Medak,20,17.6847583,77.9329659
01-12-2014 00:00,2014,Arunchal Pradesh,East Siang,22,28.0631741,95.3239197
10-12-2015 00:00,2015,Karnataka,Dharwad,10,15.3267784,75.0921307
21-12-2015 00:00,2015,Lakshadweep,Lakshadweep,15,8.273962,73.049586
01-12-2015 00:00,2015,Gujarat,Junagadh,50,21.5941564,70.6023462
06-12-2015 00:00,2015,Karnataka,Bijapur,23,16.3573625,75.9288159
02-09-2015 00:00,2015,Chandigar h,Chandigarh,919,30.7333148,76.7794179
14-12-2009 00:00,2015,Tamil Nadu,Dindigul,9,10.165497,77.8524505
18-12-2010 00:00,2010,West Bengal,Burdwan,50,23.2276061,88.3263603
23-12-2012 00:00,2012,Tamil Nadu,Ramanathapuram,14,9.8395714,79.0981646
19-12-2012 00:00,2012,Tamil Nadu,Ramanathapuram,17,9.1547026,78.2924589
24-12-2012 00:00,2012,Tamil Nadu,Ramanathapuram,25,9.4275288,78.8973542
20-12-2013 00:00,2013,Tamil Nadu,Salem,17,11.6250411,78.5539151
25-12-2014 00:00,2014,Tamil Nadu,Sivaganga,25,9.9961064,78.4421555
11-12-2014 00:00,2014,Karnataka,Kolar,23,13.1681707,78.3934573
13-11-2014 00:00,2014,West Bengal,Hooghly,40,22.751128,88.3405544
17-12-2015 00:00,2015,Maharashtra,Nashik,10,19.7401275,74.0542469
14-12-2009 00:00,2015,Tamil Nadu,Dindigul,9,10.0961341,77.9142673
21-12-2009 00:00,2015,Tamil Nadu,Coimbatore,99,11.0128056,76.9105707
21-12-2015 00:00,2015,Lakshadweep,"Minicoy, Amini&Kav aratti Islands",25,8.2869707,73.0685101
01-07-2017 00:00,2017,Tamil Nadu,Tiruvannamalai,21,12.2252841,79.0746957
01-01-2017 00:00,2017,Tamil Nadu,Virudhunagar,27,9.5680116,77.9624435
22-12-2016 00:00,2016,Tamil Nadu,Nagerkoil,12,8.1511216,77.4157678
12-04-2017 00:00,2017,Maharashtra,Satara,40,17.9934982,74.4304276
01-04-2019 00:00,2019,Tami Nadu,Dharmapuri,37,11.9861151,77.9601958
01-04-2019 00:00,2019,Tami Nadu,Dharmapuri,11,11.8544396,78.3617909
16-10-2018 00:00,2018,Bihar,Siwan,134,26.2243204,84.3599953
12-10-2018 00:00,2018,Chhattisgarh,Baster,5,18.9433736,82.0443737
01-03-2020 00:00,2020,Karnataka,Vijayapur,48,16.832518,75.7528054
12-01-2016 00:00,2016,Tamil Nadu,Ramanathapuram,5,9.3079528,78.4562606
07-09-2015 00:00,2016,Himachal Pradesh,Solan,151,30.9225523,76.8317325
01-11-2017 00:00,2017,Tamil Nadu,Ramanathapura m-Paramakudi,65,9.5454675,78.6035507
01-12-2017 00:00,2017,Tamil Nadu,Tiruneveli- Sankarankoil,142,9.0778543,77.3451861
01-06-2019 00:00,2019,Assam,Jorhat,12,26.7779907,94.099624
28-10-2018 00:00,2018,Maharashtra,Nashik,27,19.9974533,73.7898023
01-11-2021 00:00,2021,Puducherry,Puducherry,6,11.9415915,79.8083133
28-12-2020 00:00,2020,Maharashtra,Satara,8,17.6654636,74.3616798
01-09-2017 00:00,2017,Karnataka,Mandya,65,12.5274951,76.8905197
20-01-2016 00:00,2016,Tamil Nadu,Tirunelveli- Sankarankovil,28,9.0160228,77.6417997
21-12-2015 00:00,2016,Lakshadweep,"Kavarattii, Minicoy and Amini Island",11,11.114153,72.720379
01-03-2020 00:00,2020,Karnataka,Vijayapur,48,16.830171,75.710031
12-10-2015 00:00,2015,Kerala,Malappuram,13,10.7933703,76.0278499
1899-12-31 00:00:00,2016,Tamil Nadu,Tirunelveli,32,8.7139126,77.7566523
27-01-2018 00:00,2018,Tamilnadu,Ariyallur,12,11.1064388,79.4063265
16-01-2018 00:00,2018,Maharashtra,Jalna,11,19.5231209,75.9869609
15-01-2019 00:00,2019,Maharashtra,Thane,9,19.3090477,72.85785
18-01-2020 00:00,2020,Maharashtra,Kolhapur,2,16.7578904,74.5888806
01-05-2020 00:00,2020,Karnataka,Tumakuru,15,14.1030553,77.2807464
12-05-2019 00:00,2019,Kerala,Kozhikode,25,11.7220319,75.6681415
25-01-2021 00:00,2021,Puducherry,Puducherry,13,11.9415915,79.8083133
25-01-2021 00:00,2021,Tamil Nadu,Virudhunagar- Sivakasi,7,9.6378624,77.6355598
02-03-2016 00:00,2016,Karnataka,Belgaum,5,15.8752098,74.5379371
18-01-2020 00:00,2020,Maharashtra,Satara,6,17.1630576,74.223802
20-01-2020 00:00,2020,Maharashtra,Thane,6,19.2595296,73.3429322
01-04-2016 00:00,2016,Kerala,Palakkad,25,10.7848061,76.7074054
02-02-2016 00:00,2016,Tamil Nadu,Tirunelveli,13,8.7237805,77.7483793
02-09-2017 00:00,2017,Karnataka,Kolar,48,13.0767494,78.2313101
1899-12-31 00:00:00,2018,Dengue Fever,Kerela,10,11.9251158,75.3512502
02-09-2021 00:00,2021,Karnataka,Dharwad,3,15.4427896,74.9101075
02-12-2016 00:00,2016,Maharashtra,Kolhapur,7,20.5293012,74.0777442
01-08-2016 00:00,2016,Maharashtra,Pune,22,18.7577476,73.8678073
02-11-2019 00:00,2019,Karnataka,Udupi,8,13.4085076,74.698703
16-12-2020 00:00,2020,Maharashtra,Satara,19,17.2992738,74.1953619
21-02-2017 00:00,2017,Tamil Nadu,Ramanathapur am,13,9.545618,78.6944707
18-02-2018 00:00,2018,Tamil Nadu,Virudhunaga r,15,10.1178466,78.7925107
16-02-2018 00:00,2018,Tamil Nadu,Tiruvallur,17,11.1525755,77.2108595
27-02-2019 00:00,2019,Maharashtra,Kolhapur,7,16.6985376,74.2239462
03-01-2021 00:00,2021,Puducherry,Puducherry,11,11.9415915,79.8083133
03-10-2017 00:00,2017,Tamil Nadu,Ramanathapur am-Paramakudi,14,9.4103372,78.6288792
21-02-2018 00:00,2018,Maharashtra,Nashik,4,20.1882839,74.3294557
16-03-2017 00:00,2017,,Ramanathapuram- Paramakudi,49,9.3446668,78.5125892
21-03-2017 00:00,2017,Tamil Nadu,Dindigul,34,10.4538901,77.48618
24-03-2017 00:00,2017,Tamil Nadu,Tiruvanna malai,35,12.233226,78.8002162
03-04-2017 00:00,2017,Andhra Pradesh,Chitoor,63,13.6609466,79.74759
16-03-2020 00:00,2020,Karnataka,Raichur,15,16.0725793,76.3116235
28-03-2017 00:00,2017,Tamil Nadu,Virudhunagar,42,10.05997,78.1765748
26-03-2019 00:00,2019,Tamil Nadu,Tirunelveli,35,9.2714791,77.5956795
04-06-2017 00:00,2017,Gujarat,Junagadh,66,21.4960449,70.4594019
04-01-2017 00:00,2017,Karnataka,Raichur,14,15.7866607,76.5032969
30-03-2017 00:00,2017,Kerala,Ernakulam,13,10.0334619,76.5510038
20-01-2018 00:00,2018,Maharashtra,Hingoli,17,19.4628329,76.9886364
15-03-2019 00:00,2019,Karnataka,Chitradurga,18,14.7174514,76.7460422
04-01-2021 00:00,2021,Kerala,Palakkad,7,9.5859312,76.3651756
04-10-2021 00:00,2021,Karnataka,Dharwad,10,15.4233951,75.015843
04-10-2017 00:00,2017,Kerala,Kannur,53,11.9296512,75.5711996
01-01-2017 00:00,2017,Assam,Kamrup Metro,33,26.1405701,91.7456678
04-01-2017 00:00,2017,Kerala,Palakkad,35,10.6031626,76.5832125
04-03-2017 00:00,2017,Kerala,Thrissur,8,10.4784309,76.2394659
21-04-2016 00:00,2016,Rajasthan,Alwar,35,27.322713,77.080383
17-04-2016 00:00,2016,Rajasthan,Bharatpur,64,27.1297557,77.029292
23-02-2016 00:00,2016,Dengue,,140,10.0547075,76.774336
17-04-2017 00:00,2017,Karnataka,Bagalkote,20,15.9440305,75.7592717
20-03-2017 00:00,2017,Kerala,Kozhikode,65,11.3894231,75.8226853
03-02-2017 00:00,2017,Kerala,Kozhikode,40,11.1895489,75.8698069
04-11-2017 00:00,2017,Maharashtr a,Ratnagiri,18,17.7333594,73.5355406
04-10-2017 00:00,2017,Maharashtr a,Kannur,53,11.9296512,75.5711996
04-01-2017 00:00,2017,Maharashtr a,Palakkad,64,10.8000008,76.6369749
04-03-2017 00:00,2017,Maharashtr a,Thrissur,36,10.4784309,76.2394659
27-03-2019 00:00,2019,Goa,North Goa,5,15.5968924,73.8201766
15-04-2021 00:00,2021,Maharashtra,Satara,7,17.9897335,74.4294741
03-10-2021 00:00,2021,Kerala,Kottayam,19,9.6457923,76.8865085
04-05-2021 00:00,2021,Maharashtra,Satara,31,17.1668678,74.2181128
30-04-2016 00:00,2016,Karnataka,Dharwad,15,15.4580436,75.0132912
16-04-2016 00:00,2016,Maharashtra,Sangli,13,16.8523973,74.5814773
04-06-2017 00:00,2017,Kerala,Kollam,30,8.8789024,76.6364056
17-04-2017 00:00,2017,Karnataka,Davangere,26,14.5195377,76.3373135
04-10-2018 00:00,2018,Kerala,Ernakulam,37,10.1323413,76.46385
04-02-2018 00:00,2018,Maharashtra,Jalna,18,19.43805,75.920086
24-04-2019 00:00,2019,Karnataka,Raichur,7,16.4144731,76.9307153
21-04-2020 00:00,2020,Maharashtra,Kolhapur,4,16.731666,74.2118158
04-03-2020 00:00,2020,Kerala,Ernakulam,17,10.0189626,76.6273234
04-05-2016 00:00,2016,Rajasthan,Ajmer,105,26.581269,74.834466
25-04-2016 00:00,2016,Maharashtra,Nashik,20,20.5604672,73.637432
27-04-2017 00:00,2017,Karnataka,Tumkur,13,13.3399947,77.1000174
25-04-2017 00:00,2017,Karnataka,Mandya,15,13.0180015,77.1455294
27-04-2017 00:00,2017,Karnataka,Tumkur,13,13.1804993,76.5112471
17-04-2018 00:00,2018,Maharashtra,Ahmednagar,16,19.228794,75.4475821
04-10-2020 00:00,2020,Kerala,Palakkad,12,10.8305681,76.0520227
04-08-2016 00:00,2016,Kerala,Pathanamthitta,15,9.2994858,76.7316025
05-04-2016 00:00,2016,Maharashtra,Kolhapur,33,16.6949984,74.4806306
05-02-2016 00:00,2016,Maharashtra,Raigad,26,18.1018097,73.5000694
04-07-2016 00:00,2016,Maharashtra,Sindhudurg,23,15.7969838,73.9575068
13-05-2016 00:00,2016,Karnataka,Uttara Kannada,10,14.8115742,74.1623121
14-03-2017 00:00,2017,Kerala,Malappuram,46,11.0501325,75.9840544
04-06-2017 00:00,2017,Kerala,Kozhikode,32,11.5407711,75.8446802
04-01-2018 00:00,2018,Kerala,Cannanore (Kannur),32,11.8759844,75.8588621
13-04-2018 00:00,2018,Kerala,Thrissur,9,10.3760224,76.3622486
02-05-2018 00:00,2018,Cannanore (Kannur),Dengue,41,11.9186608,75.3343854
04-03-2020 00:00,2020,Kerala,Pathanamthitta,18,9.4351246,76.854799
13-04-2020 00:00,2020,Kerala,Ernakulam,43,10.0334619,76.5510038
04-06-2020 00:00,2020,Telangana,Wanaparthy,73,16.374712,77.772386
04-10-2021 00:00,2021,Kerala,Kozhikode,43,11.5459508,75.6419762
17-05-2016 00:00,2016,Karnataka,Hassan,12,14.7437063,75.471613
16-04-2016 00:00,2016,Kerala,Alappuzha,10,9.855775,76.3399544
15-04-2016 00:00,2016,Kerala,Ernakulam,9,9.9493859,76.5632726
05-06-2016 00:00,2016,Kerala,Kollam,11,8.928877,76.9829961
20-04-2016 00:00,2016,Kerala,Kozhikode,22,11.3598797,75.9180593
05-10-2016 00:00,2016,Maharashtra,Nashik,4,20.3293379,74.238495
05-01-2017 00:00,2017,Kerala,Kollam,42,8.9021924,76.6173982
05-03-2017 00:00,2017,Kerala,Kollam,30,9.089584,76.5611548
05-04-2017 00:00,2017,Kerala,Malappuram,79,11.2412446,76.0400475
04-10-2019 00:00,2019,Goa,South Goa,17,15.2792943,73.9595858
20-04-2019 00:00,2019,Kerala,Kozhikode,20,11.6435286,75.790473
05-02-2021 00:00,2021,Kerala,Kannur,32,11.96764,75.7720328
03-03-2021 00:00,2021,Kerala,Malappuram,37,11.1229689,76.3343994
29-04-2021 00:00,2021,Maharashtra,Thane,2,19.2826163,73.4879347
01-08-2021 00:00,2021,Maharashtra,Pune,4,18.3037003,74.7524685
23-05-2017 00:00,2017,Karnataka,Chitradurga,17,13.796377,76.2920961
22-05-2017 00:00,2017,Kerala,Ernakulam,14,9.8354432,76.4114733
24-05-2017 00:00,2017,Kerala,Kozhikode,65,11.4103792,75.7855636
28-05-2017 00:00,2017,Tamil Nadu,Nagapattinam,23,10.6011547,79.7982703
24-04-2017 00:00,2017,Kerala,Malappuram,29,11.1688385,76.3267485
05-01-2017 00:00,2017,Karnataka,Mandya,60,12.8000319,76.4488859
22-05-2018 00:00,2018,Andhra Pradesh,Krishna,35,16.785997,80.3546437
23-05-2018 00:00,2018,Kerala,Ernakulam,39,10.0706083,76.748354
30-04-2018 00:00,2018,Kerala,Kannur,32,12.0375496,75.6651327
26-04-2018 00:00,2018,Kerala,Malappuram,39,11.3548606,76.243652
05-02-2019 00:00,2019,Karnataka,Chikkamagaluru,45,13.2768029,75.9337989
04-12-2019 00:00,2019,Kerala,Kozhikode,23,11.6728992,75.8143677
23-05-2020 00:00,2020,Maharashtra,Chandrapur,5,20.6935837,79.5434752
22-04-2020 00:00,2020,Maharashtra,Washim,6,20.1179293,77.1358237
05-05-2021 00:00,2021,Kerala,Kozhikode,64,11.6273473,75.5921984
06-03-2016 00:00,2016,Gujarat,Junagadh,23,21.3738005,69.9715212
06-03-2016 00:00,2016,Tamil Nadu,Dindigul,92,9.4781943,78.2004604
22-04-2016 00:00,2016,Kerala,Ernakulam,16,10.1913942,76.3883726
23-05-2016 00:00,2016,Kerala,Ernakulam,9,9.956033,76.5598861
19-05-2016 00:00,2016,Kerala,Idukki,29,10.011406,76.955369
05-02-2016 00:00,2016,Kerala,Kollam,13,8.9908056,76.5404387
25-05-2017 00:00,2017,Karnataka,Davanagere,28,14.4391353,75.7092627
06-02-2017 00:00,2017,Kerala,Alappuzha,8,9.1981516,76.5981556
24-05-2017 00:00,2017,Gujarat,GirSomnath,12,20.7499372,70.9353608
05-12-2017 00:00,2017,Kerala,Thrissur,11,10.6269001,76.3935783
21-04-2017 00:00,2017,Tamil Nadu,Nagerkoil,18,8.1110875,77.4597565
14-03-2017 00:00,2017,Kerala,Malappuram,65,11.0501325,75.9840544
24-04-2017 00:00,2017,Kerala,Malappuram,35,11.1701506,76.3240288
28-05-2019 00:00,2019,Karnataka,Belagavi,7,16.9190649,75.0740775
23-05-2020 00:00,2020,Maharashtra,Chandrapur,5,20.6935837,79.5434752
05-05-2021 00:00,2021,Kerala,Ernakulam,24,9.9768291,76.3099648
17-05-2021 00:00,2021,Kerala,Malappuram,20,11.2243238,75.9712502
06-05-2016 00:00,2016,Karnataka,Udupi,20,13.6364479,74.689248
06-09-2016 00:00,2016,Karnataka,Shimoga,14,14.3137113,75.043332
28-05-2016 00:00,2016,Karnataka,Udupi,13,13.1869852,74.9385917
20-05-2016 00:00,2016,Kerala,Ernakulam,12,10.1825988,76.4505243
24-04-2016 00:00,2016,Maharashtra,Pune,24,18.9441951,73.6079942
04-04-2016 00:00,2016,Maharashtra,Pune,47,18.5523636,73.88962
08-06-2018 00:00,2018,Tamil Nadu,Dindigul,17,10.23988,77.7838445
06-03-2019 00:00,2019,Tamil Nadu,Dharmapuri,63,12.1041084,78.591055
18-05-2019 00:00,2019,Kerala,Idukki,15,9.9880394,76.7886776
21-05-2019 00:00,2019,Kerala,Ernakulam,36,10.1962362,76.3882566
21-05-2019 00:00,2019,Karnataka,Chikkamagaluru,15,13.3248167,75.7731986
31-03-2019 00:00,2019,Karnataka,Haveri,65,14.956139,75.3353875
24-05-2019 00:00,2019,Maharashtra,Palaghar,8,19.5333783,73.1001081
20-05-2019 00:00,2019,Maharashtra,Raigad,24,18.6972429,73.0342709
06-07-2020 00:00,2020,Tamil Nadu,Dindigul-Palani,57,9.4781943,78.2004604
06-02-2021 00:00,2021,Maharashtra,Osmanabad,7,17.9182726,76.1842228
05-11-2021 00:00,2021,Kerala,Kozhikode,64,11.5844433,75.6580876
19-05-2021 00:00,2021,Kerala,Palakkad,8,10.8505159,76.2710833
06-09-2016 00:00,2016,Kerala,Kollam,119,8.9667187,77.0689933
13-06-2016 00:00,2016,Maharashtra,Nashik,20,20.0811953,74.110736
15-06-2016 00:00,2016,Maharashtra,Nashik,12,20.0406132,74.4883886
26-05-2016 00:00,2016,Madhya Pradesh,Hoshangaba d,9,22.592446,77.6384862
17-06-2017 00:00,2017,Karnataka,Kalaburagi,23,17.3496382,77.1765548
16-06-2017 00:00,2017,Tamil Nadu,Tiruchirapalli,19,10.5861922,78.3710775
13-06-2017 00:00,2017,Tamil Nadu,Tiruvannamalai,13,12.3044132,78.7959898
06-01-2018 00:00,2018,Kerala,Kasaragod,17,12.4149211,75.2390175
05-07-2018 00:00,2018,Kerala,Pathanamthitta,9,9.2994858,76.7316025
05-05-2018 00:00,2018,Kerala,Ernakulum,24,10.1962362,76.3882566
19-05-2018 00:00,2018,Maharashtra,Sangli,14,16.987334,74.469266
06-05-2018 00:00,2018,North Goa,,43,15.5163112,73.9830029
16-06-2019 00:00,2019,Tamil Nadu,Dharmapuri,52,11.9959197,78.2219806
06-03-2019 00:00,2019,Andhra Pradesh,Visakhapatnam,14,17.8713171,82.3533266
30-04-2019 00:00,2019,Kerala,Kannur,20,12.0029105,75.6895794
29-05-2019 00:00,2019,Maharashtra,Sangli,12,17.0268217,74.6986158
27-05-2020 00:00,2020,Kerala,Ernakulam,20,10.0189626,76.6273234
20-05-2021 00:00,2021,Kerala,Kozhikode,24,11.5921842,75.7080727
22-06-2016 00:00,2016,Karnataka,Gadag,12,15.361365,75.6084367
16-06-2016 00:00,2016,Karnataka,Tumkur,49,13.337187,77.0971536
19-05-2016 00:00,2016,Kerala,Malappuram,16,11.1229689,76.3343994
17-06-2017 00:00,2017,Karnataka,Chikkaballapur,12,13.3928916,77.8642766
19-06-2017 00:00,2017,Tamil Nadu,Salem,18,11.5781247,77.9581475
21-06-2017 00:00,2017,Tamil Nadu,Tiruvannamalai,26,12.2686923,78.9411989
13-06-2017 00:00,2017,Karnataka,Mandya,28,12.6192812,76.9902276
18-06-2018 00:00,2018,Assam,Dibrugarh,7,27.4604556,95.0021015
20-06-2018 00:00,2018,Himachal Pradesh,Bilaspur,23,31.3376519,76.7589008
06-10-2018 00:00,2018,Maharashtra,Kolhapur,5,16.7101043,74.2509458
19-05-2018 00:00,2018,Maharashtra,Sholapur,7,18.0336821,75.5190003
17-06-2019 00:00,2019,Karnataka,Hassan,11,13.152593,75.8690038
17-06-2019 00:00,2019,Kerala,Kasaragod,19,12.3309825,75.3089937
17-06-2019 00:00,2019,Kerala,Wayanad,17,11.6634657,76.2537975
15-06-2019 00:00,2019,Jharkhand,East Singhbhum,8,22.7547046,86.2004355
06-03-2019 00:00,2019,Karnataka,Dakshina Kannada,21,12.8664596,74.8333735
15-06-2019 00:00,2019,Maharashtra,Kolhapur,7,16.6625063,74.2096799
28-05-2019 00:00,2019,Maharashtra,Satara,6,17.4013008,74.099118
06-03-2020 00:00,2020,Kerala,Kannur,174,12.1273687,75.4083699
06-08-2020 00:00,2020,Kerala,Kannur,94,12.0626006,75.3269729
20-01-2020 00:00,2020,Kerala,Kozhikode,30,11.6178146,75.8075503
25-06-2021 00:00,2021,Maharashtra,Sindhudurg (Kudal),21,15.8035866,73.9608927
24-06-2021 00:00,2021,Maharashtra,Sindhudurg (Kudal),41,15.815542,73.8632695
