st_date,year,state,city,cases,lat,lon
20-08-2014 00:00,2014,Maharashtra,Beed,16,18.814797,75.6142619
09-08-2014 00:00,2014,Maharashtra,Jalgaon,55,20.469868,75.0203158
14-08-2014 00:00,2014,West Bengal,North 24 Parganas,48,22.7969417,88.7758503
08-08-2014 00:00,2014,West Bengal,Tumkur,18,12.9832529,77.5957328
20-08-2015 00:00,2015,Andhra Pradesh,Nellore,13,14.7834928,80.056957
13-08-2015 00:00,2015,Tamil Nadu,Theni,19,9.7347238,77.2843678
01-08-2015 00:00,2015,Uttar Pradesh,Kanpur,38,26.1476121,80.1707662
01-01-2015 00:00,2015,Delhi,Delhi,477,28.8548818,77.0892151
31-08-2011 00:00,2011,Andhra Pradesh,Krishna,45,16.7339554,80.9829631
25-08-2012 00:00,2012,Andhra Pradesh,Mahabubnagar,50,16.9984314,78.1929807
23-08-2013 00:00,2013,karnataka,Mysore,16,12.3178023,76.6545067
27-08-2013 00:00,2013,Maharashtra,Jalgaon,104,21.0076578,75.5626039
22-08-2013 00:00,2013,Sikkim,East Sikkim,103,27.176147,88.5287339
23-08-2013 00:00,2013,Tamil nadu,Thoothukudi,12,8.7581723,78.1471792
26-07-2013 00:00,2013,Assam,Kamrup M,130,26.1389692,91.7824835
06-08-2013 00:00,2013,Karnataka,Kolar,44,13.000694,78.0951431
20-08-2013 00:00,2013,Maharashtra,Jalgaon,28,20.4924366,75.0552739
25-08-2014 00:00,2014,Maharashtra,Nanded,124,19.1382514,77.3209555
25-08-2014 00:00,2014,Puducherry,Puducherry,23,12.0035189,79.701448
27-08-2014 00:00,2014,Tamil Nadu,Tuticorin,12,8.7421728,78.1543054
29-08-2014 00:00,2014,West Bengal,Hooghly,59,22.7606996,87.7628028
11-08-2014 00:00,2014,Maharashtr a,Nagpur,36,21.2299436,79.235633
14-08-2014 00:00,2014,West Bengal,North 24 Parganas,647,22.6236287,88.44098
25-08-2015 00:00,2015,Tamil Nadu,Tiruvannamalai,12,12.4663147,79.8886162
14-08-2015 00:00,2015,Arunachal Pradesh,West Siang,15,28.147254,94.7484518
18-08-2015 00:00,2015,Arunachal Pradesh,Upper Siang,20,28.6235847,95.0364522
18-08-2015 00:00,2015,Rajasthan,Alwar,55,27.9869189,76.7935605
18-08-2015 00:00,2015,Rajasthan,Kota,65,25.2138156,75.8647527
09-07-2015 00:00,2015,Tamil Nadu,Dindigul,38,10.3601884,77.9624362
17-08-2015 00:00,2015,Tamil Nadu,Nalgonda,15,16.6587109,79.2017047
01-01-2015 00:00,2015,Delhi,Delhi,778,28.6643427,77.2166836
28-08-2010 00:00,2010,Uttarakhand,Nainital,3,29.3330926,78.9617589
03-09-2011 00:00,2011,Maharashtra,Jalna,20,19.8687793,75.718447
07-09-2011 00:00,2011,Andhra Pradesh,Krishna,30,16.8070666,80.976401
25-08-2011 00:00,2011,Maharashtra,Bhandara,84,21.177658,79.6570127
05-09-2012 00:00,2012,Andhra Pradesh,Mahabubnagar,23,16.5669913,78.4105275
03-09-2012 00:00,2012,Arunachal Pradesh,Papum Pare,544,27.109086,93.697239
01-09-2012 00:00,2012,Jammu and Kashmir,Kupwara,130,34.498375,74.197388
04-09-2013 00:00,2013,gujarat,Patan,49,23.7010789,71.6020669
29-08-2013 00:00,2013,West Bengal,Burdwan,17,23.6888636,86.9660638
20-08-2013 00:00,2013,karanataka,Raichur,20,16.1853136,77.3405577
15-08-2013 00:00,2013,West Bengal,Burdwan,86,23.6069558,87.1110305
01-09-2014 00:00,2014,Maharashtra,Akola,101,20.6855651,76.7979558
01-09-2014 00:00,2014,Maharashtra,Nashik,26,19.9927987,74.537226
30-08-2014 00:00,2014,Tamil Nadu,Kancheepuram,42,12.7011851,79.8437995
06-09-2014 00:00,2014,Tamil Nadu,Tiruvannamalai,13,12.723429,79.6862761
29-08-2014 00:00,2014,West Bengal,Hooghly,164,22.6603528,88.1901046
11-08-2014 00:00,2014,West Bengal,North 24 Parganas,884,22.8380751,88.7036731
03-09-2015 00:00,2015,D&N Haveli,D&N Haveli,12,20.2769111,73.0053526
03-09-2015 00:00,2015,Tamil Nadu,Thanjavur,22,10.2430414,79.2690761
27-08-2015 00:00,2015,West Bengal,Purba Medinipur,41,22.3996017,87.818129
19-07-2015 00:00,2015,Assam,Kamrup,21,26.1445169,91.7362365
30-06-2015 00:00,2015,Bihar,Bihar,96,25.5940947,85.1375645
24-08-2015 00:00,2015,Chandigarh,Chandigarh,13,30.720226,76.8374945
04-06-2015 00:00,2015,Arunachal Pradesh,East Siang,1646,28.0631741,95.3239197
14-08-2015 00:00,2015,Arunachal Pradesh,West Siang,29,28.147254,94.7484518
18-08-2015 00:00,2015,Arunachal Pradesh,Upper Siang,23,28.6235847,95.0364522
01-07-2015 00:00,2015,Delhi,Delhi,1160,28.7382677,77.0822151
05-09-2011 00:00,2011,Uttarakhand,Haridwar,10,29.7922693,78.0052678
11-09-2012 00:00,2012,Andhra Pradesh,Mahabubnagar,39,16.7198437,77.9818754
11-09-2012 00:00,2012,Andhra Pradesh,Mahabubnagar,29,20.8843273,76.2026077
13-09-2012 00:00,2012,Tamil Nadu,Thanjavur,48,10.3176008,79.2324201
02-08-2012 00:00,2012,Chhattisgarh,Koriya,304,23.2713487,82.5564559
29-08-2012 00:00,2012,maharashtra,Jalgaon,130,21.0024031,75.5280578
16-07-2012 00:00,2012,maharashtra,Kolhapur,20,16.5886465,74.3085454
01-09-2012 00:00,2012,West Bengal,Nadia,59,23.305544,88.53124
13-08-2012 00:00,2012,West Bengal,Nadia,16,23.9742977,88.6265475
16-08-2012 00:00,2012,West Bengal,Nadia,29,23.433115,88.6319986
21-08-2012 00:00,2012,West Bengal,Nadia,27,23.7771941,88.2810904
03-09-2013 00:00,2013,karanataka,Kolar,22,12.9263918,78.1407651
30-08-2013 00:00,2013,West Bengal,"Darjeeling, Jalpaiguri",530,26.7271012,88.3952861
20-08-2013 00:00,2013,West Bengal,Nadia,35,23.7295581,88.5299428
28-08-2013 00:00,2013,West Bengal,Nadia,26,23.3599623,88.6057854
22-08-2013 00:00,2013,Sikkim,East Sikkim,154,27.3218921,88.6074655
11-09-2014 00:00,2014,Tamil Nadu,Krishnagiri,10,12.516158,78.026784
12-09-2014 00:00,2014,Tamil Nadu,Pudukottai,21,10.0395932,79.2317563
01-09-2014 00:00,2014,Karnataka,Tumkur,51,13.5406683,76.6616455
12-08-2014 00:00,2014,Maharashtra,Satara,29,18.0421692,74.1901126
01-09-2014 00:00,2014,Madhya Pradesh,Shivpuri,212,25.6526369,78.2048878
29-09-2014 00:00,2014,West Bengal,Birbhum,152,24.2858676,87.8228952
07-09-2015 00:00,2015,Arunachal Pradesh,Papumpare,20,27.0752701,93.6493337
08-09-2015 00:00,2015,Tamil Nadu,Thiruvannamalai,28,12.3441679,78.7787943
12-09-2015 00:00,2015,Tamil Nadu,Pudukkottai,27,10.6689928,78.7419528
09-09-2015 00:00,2015,Tamil Nadu,Sivaganga,21,10.3103284,78.3961482
11-09-2015 00:00,2015,Tamil Nadu,Kancheepuram,17,12.8206254,79.7014225
11-09-2015 00:00,2015,West Bengal,Burdwan,36,23.2666054,87.8726204
01-09-2015 00:00,2015,Madhya Pradesh,Shivpuri,15,25.4320478,77.6643815
17-08-2015 00:00,2015,Uttar Pradesh,Bareilly,64,28.3248157,79.398642
17-08-2015 00:00,2015,Uttar Pradesh,Gautambudha Nagar,48,28.5355161,77.3910265
28-08-2015 00:00,2015,West Bengal,Nadia,108,23.9977554,88.6623921
04-06-2015 00:00,2015,Arunachal Pradesh,East Siang,1715,28.0631741,95.3239197
14-08-2015 00:00,2015,Arunachal Pradesh,West Siang,34,28.147254,94.7484518
30-06-2015 00:00,2015,Bihar,Bihar,174,25.5940947,85.1375645
01-07-2015 00:00,2015,Delhi,Delhi,1872,28.7382677,77.0822151
13-09-2010 00:00,2010,Bihar,Munger,72,25.3707993,86.4733903
30-08-2010 00:00,2010,West Bengal,Pachim Medinipir,7,22.3149274,87.3105311
16-09-2011 00:00,2011,Andhra Pradesh,Mahbubnagar,72,16.1183902,77.965299
16-09-2011 00:00,2011,Tamil Nadu,Dindigul,6,10.4339649,77.8076301
27-08-2011 00:00,2011,Maharashtra,Pune,11,18.9759056,74.0447003
06-09-2011 00:00,2011,Chhattisgarh,Raipur,4,21.2134676,81.6537833
15-09-2012 00:00,2012,Arunachal Pradesh,Upper Siang,278,28.7588781,95.2266675
15-09-2012 00:00,2012,Arunachal Pradesh,West Siang,363,28.147254,94.7484518
14-09-2012 00:00,2012,Kerala,Beed,32,18.5881691,76.2602222
18-09-2012 00:00,2012,Odisha,Baleswar,310,21.638611,87.4145542
13-09-2012 00:00,2012,Tamil Nadu,Karur,17,10.9498281,78.2582935
18-09-2012 00:00,2012,Tamil Nadu,Tiruchirapalli,16,10.6112076,78.4194724
03-09-2012 00:00,2012,Arunachal Pradesh,East Kameng,31,27.4231261,93.0175712
12-09-2013 00:00,2013,Uttarakhand,Haridwar,50,29.9588227,78.1754095
15-08-2013 00:00,2013,West Bengal,Nadia,26,23.2691698,88.3814257
11-07-2013 00:00,2013,Delhi,Delhi,1345,28.7886037,77.1411602
14-09-2014 00:00,2014,Karnataka,Bangalore urban,20,13.0063519,77.5496052
14-09-2014 00:00,2014,Maharashtra,Washim,28,20.326695,76.944674
16-09-2014 00:00,2014,Tamil Nadu,Madurai,38,9.6833574,77.9588214
04-09-2014 00:00,2014,karnataka,Kolar,22,13.1693007,78.4666693
16-08-2014 00:00,2014,maharashtra,Chandrapur,203,19.6993736,79.7522573
10-09-2014 00:00,2014,maharashtra,Jalna,15,24.202349,84.1778016
21-09-2015 00:00,2015,Arunachal Pradesh,Papumpare,33,27.1086309,93.6983979
16-09-2015 00:00,2015,Dadra & Nagar Haveli,Dadra & Nagar Haveli,16,20.2541061,73.0141653
10-09-2019 00:00,2015,Karnataka,Tumkur,23,13.8412262,77.1612996
02-09-2015 00:00,2015,Chhattisgarh,Sukma,140,18.1547665,81.5087457
02-08-2015 00:00,2015,West Bengal,Purba Medinipur,41,22.2763539,87.9034439
04-06-2015 00:00,2015,Arunachal Pradesh,East Siang,1752,28.0631741,95.3239197
14-08-2015 00:00,2015,Arunachal Pradesh,West Siang,49,28.168064,94.800352
19-07-2015 00:00,2015,Assam,Kamrup,153,26.1445169,91.7362365
30-06-2015 00:00,2015,Bihar,Bihar,371,24.7913957,85.0002336
01-07-2015 00:00,2015,Delhi,Delhi,3194,28.7382677,77.0822151
01-09-2015 00:00,2015,Madhya Pradesh,Shivpuri,30,25.4320478,77.6643815
28-08-2015 00:00,2015,West Bengal,Nadia,123,23.9977554,88.6623921
09-09-2010 00:00,2010,Tamil Nadu,Salem,18,11.6571547,77.7655229
01-09-2010 00:00,2010,West Bengal,Nadia,102,23.2241491,88.5021177
30-08-2010 00:00,2010,West Bengal,Pachim Medinipur,7,22.3149274,87.3105311
19-09-2011 00:00,2011,karnataka,Bijapur,12,16.8299689,75.7363025
02-10-2011 00:00,2011,Tamil Nadu,Kancheepuram,7,12.8933285,79.9307378
22-09-2012 00:00,2012,Tamil Nadu,Pudukottai,22,10.387536,78.828638
27-09-2012 00:00,2012,Tamil Nadu,Thanjavur,19,10.79679,78.9768999
27-09-2012 00:00,2012,Tamil Nadu,Thiruvannamalai,32,12.2264896,79.0840784
25-09-2012 00:00,2012,Tamil Nadu,Villupuram,28,11.9853484,79.2084565
26-09-2012 00:00,2012,Tamil Nadu,Virudhunagar,39,9.5932426,77.9535555
20-09-2012 00:00,2012,Tamil Nadu,Virudhunagar,33,9.672271,78.3254392
31-08-2012 00:00,2012,Andhra Pradesh,West Godavari,58,16.9174181,81.3399414
10-09-2012 00:00,2012,Maharashtra,Osmanabad,35,18.0642203,76.2510511
08-09-2012 00:00,2012,Tamil Nadu,Madurai,79,9.6750074,77.8098745
15-09-2012 00:00,2012,Tamil Nadu,Ramanathapuram,17,9.2842638,78.4802347
02-09-2012 00:00,2012,West Bengal,Nadia,27,23.0765247,88.5293319
15-09-2012 00:00,2012,West Bengal,Nadia,26,22.9467436,88.5857151
23-09-2013 00:00,2013,Maharashtra,Nashik,16,20.1411148,74.0311139
26-09-2013 00:00,2013,Tamil Nadu,Madurai,12,10.0431696,77.7781452
17-09-2013 00:00,2013,gujarat,Banaskantha,6,24.3945001,71.6220959
17-09-2013 00:00,2013,Maharashtra,Beed,14,18.9317056,75.3515473
06-09-2014 00:00,2014,Tamil Nadu,Vellore,21,12.9243933,79.1280134
02-06-2014 00:00,2014,Karnataka,Raichur,506,15.7702099,76.7560495
19-09-2015 00:00,2015,Madhya Pradesh,Katni,9,23.5123542,80.2717265
23-09-2015 00:00,2015,Tamil Nadu,Namakkal,11,11.1730774,77.881397
23-09-2015 00:00,2015,Tamil Nadu,Thanjavur,19,10.3171023,79.3557081
22-09-2015 00:00,2015,Uttar Pradesh,Agra,45,27.1766701,78.0080745
22-09-2015 00:00,2015,West Bengal,Purba Medinipur,40,22.3764734,87.8616789
21-07-2015 00:00,2015,Jharkhand,Jharkhand,169,24.2065446,84.871802
27-08-2015 00:00,2015,Maharashtra,Satara,11,18.5016072,73.7956981
28-08-2015 00:00,2015,Maharashtra,Satara,10,17.7496612,74.1584699
04-06-2015 00:00,2015,Arunachal Pradesh,East Siang,1770,28.0631741,95.3239197
14-08-2015 00:00,2015,Arunachal Pradesh,West Siang,62,27.9069906,94.7411348
20-01-1900 00:00,2015,Arunachal Pradesh,Papumpare,43,27.1719019,93.7029002
19-07-2015 00:00,2015,Assam,Kamrup,153,26.1445169,91.7362365
30-06-2015 00:00,2015,Bihar,Bihar,521,25.466155,84.5222189
24-08-2015 00:00,2015,Chandigar h,Chandigarh,85,30.7333148,76.7794179
01-07-2015 00:00,2015,Delhi,Delhi,5982,28.6814284,77.2226866
13-09-2010 00:00,2010,uttar Pradesh,Dehradun,19,30.3164945,78.0321918
04-09-2010 00:00,2010,Chandigarh,Chandigarh,10,30.7333148,76.7794179
13-09-2010 00:00,2010,Uttarakhand,Nainital,508,29.2182644,79.5129767
21-09-2010 00:00,2010,West Bengal,Nadia,24,23.4709656,88.556531
02-10-2011 00:00,2011,Tamil Nadu,Thanjavur,20,10.1862529,79.193084
03-10-2012 00:00,2012,Jharkhand,Pakur,29,24.6247296,87.8529306
27-09-2013 00:00,2013,Maharashtra,Nashik,14,19.7800407,73.9751208
26-09-2013 00:00,2013,Maharashtra,Nashik,14,20.147126,73.819081
29-09-2013 00:00,2013,Tamil Nadu,Viluppuram,12,11.8258625,78.8488812
04-09-2010 00:00,2013,Maharashtra,Ahmednagar,27,18.669466,74.615687
02-09-2013 00:00,2013,Maharashtra,Wardha,12,20.8365449,78.7093648
19-09-2014 00:00,2014,Chhattisgarh,Raipur,17,21.2424015,81.6450923
26-09-2014 00:00,2014,Maharashtra,Amravati,156,21.3354707,77.6772895
25-09-2014 00:00,2014,Maharashtra,Beed,52,18.9887778,76.0412944
29-09-2014 00:00,2014,Maharashtra,,25,19.7514798,75.7138884
04-10-2014 00:00,2014,Tamilnadu,Kancheepuram,31,12.8278661,79.7231613
22-08-2015 00:00,2015,Chhatisgarh,Raipur,10,21.2513844,81.6296413
22-09-2015 00:00,2015,Uttar Pradesh,Jhansi,23,25.4484257,78.5684594
11-09-2015 00:00,2015,West Bengal,Burdwan,36,23.2666054,87.8726204
04-06-2015 00:00,2015,Arunachal Pradesh,East Siang,1793,28.1097051,95.1432068
14-08-2015 00:00,2015,Arunachal Pradesh,West Siang,74,28.147254,94.7484518
21-09-2015 00:00,2015,Arunachal Pradesh,Papumpare,80,27.1086309,93.6983979
30-06-2015 00:00,2015,Bihar,Bihar,724,19.8761653,75.3433139
24-08-2015 00:00,2015,Chandigar h,Chandigarh,112,30.7333148,76.7794179
01-07-2015 00:00,2015,Delhi,Delhi,7606,28.8548818,77.0892151
01-09-2015 00:00,2015,Madhya Pradesh,Shivpuri,38,25.4320478,77.6643815
20-09-2010 00:00,2010,Karnataka,Kodagu,45,12.1305842,75.8699832
13-09-2010 00:00,2010,Uttarakhand,Nainital,135,29.2182644,79.5129767
04-09-2010 00:00,2010,Chandigarh,Chandigarh,12,30.7333148,76.7794179
01-09-2010 00:00,2010,West Bengal,Nadia,131,23.2241491,88.5021177
12-10-2011 00:00,2011,Tamil Nadu,Kancheepuram,49,12.8229418,80.0479642
14-10-2011 00:00,2011,Tamil Nadu,Trichirapalli,16,10.813125,78.6774631
05-09-2011 00:00,2011,West Bengal,Howrah,538,22.617557,88.19174
08-10-2012 00:00,2012,Daman and Diu,Daman,70,20.3757807,72.9013911
04-10-2012 00:00,2012,Daman and Diu,Diu,17,20.7113564,70.9777697
11-10-2012 00:00,2012,Jharkhand,East Singhbhum,46,22.7547046,86.2004355
10-10-2012 00:00,2012,Tamil Nadu,Ramanathpuram,17,9.4101081,78.3963095
10-10-2012 00:00,2012,Tamil Nadu,Thanjavur,65,10.4956391,79.1911768
10-10-2012 00:00,2012,Tamil Nadu,Tiruvannamalai,35,12.2255189,79.0684684
08-10-2012 00:00,2012,uttarakhand,Haridwar,126,29.8813282,77.8850369
06-10-2012 00:00,2012,West Bengal,Nadia,37,23.5204252,88.5593286
08-10-2012 00:00,2012,West Bengal,North 24 Parganas,376,22.6420109,88.4311688
29-09-2012 00:00,2012,maharashtra,Beed,15,18.7293998,75.9840587
01-10-2012 00:00,2012,maharashtra,Jalgaon,32,20.5057871,75.1034159
29-09-2012 00:00,2012,Rajasthan,Kota,2103,24.5884258,75.988412
30-09-2012 00:00,2012,Rajasthan,Kota,0,24.5884258,75.988412
01-10-2012 00:00,2012,Rajasthan,Kumbhkot,0,24.5884258,75.988412
02-10-2012 00:00,2012,Rajasthan,Saatalkheri,0,24.6259896,76.0014712
03-10-2012 00:00,2012,Rajasthan,Lakhariya,0,24.5884258,75.988412
04-10-2012 00:00,2012,Rajasthan,Zulmi,0,24.5884258,75.988412
05-10-2012 00:00,2012,Rajasthan,Kola Ahiraan,0,24.6259896,76.0014712
06-10-2012 00:00,2012,Rajasthan,Islaampura,55,24.6259896,76.0014712
10-09-2012 00:00,2012,Tamil Nadu,Dindugul,23,10.6848742,78.1158011
22-09-2012 00:00,2012,Maharashtra,Ahmednagar,283,18.5521675,75.0101313
17-09-2013 00:00,2013,Maharashtra,Ahmednagar,17,18.4317239,74.778202
11-07-2013 00:00,2013,Delhi,Delhi,3519,28.7886037,77.1411602
10-10-2014 00:00,2014,Tamil Nadu,Kancheepuram,16,12.7350204,79.7582837
21-09-2014 00:00,2014,Maharashtra,Nagpur,15,21.097824,79.0517483
20-09-2014 00:00,2014,Maharashtra,Nagpur,30,21.3997674,79.4600053
08-10-2015 00:00,2015,Tamil Nadu,Thiruvannamalai,9,12.4710433,79.3852713
24-09-2015 00:00,2015,Assam,Dhemaji,11,27.5876045,94.7193131
02-09-2015 00:00,2015,Jammu & Kashmir,Jammu & Kashmir,66,33.5193589,75.8998674
16-09-2015 00:00,2015,Maharashtra,Nanded,15,18.92659,77.1930765
04-06-2015 00:00,2015,Arunachal Pradesh,East Siang,1798,28.0631741,95.3239197
30-06-2015 00:00,2015,Bihar,Bihar,906,25.242453,86.9842256
22-08-2015 00:00,2015,Chhattisgarh,Raipur,17,21.2513844,81.6296413
01-07-2015 00:00,2015,Delhi,Delhi,10683,28.7382677,77.0822151
24-09-2015 00:00,2015,West Bengal,Birbhum,26,23.932103,87.7851063
04-09-2010 00:00,2010,Chandigarh,Chandigarh,24,30.7333148,76.7794179
10-10-2011 00:00,2011,Haryana,Faridabad,50,28.3910606,77.269293
12-10-2012 00:00,2012,mAHARASHTRA,Aurangabad,63,20.5075498,75.3439093
12-10-2012 00:00,2012,mAHARASHTRA,Dhule,10,20.9467021,74.2641771
10-10-2012 00:00,2012,West Bengal,Nadia,31,23.4036694,88.3658569
21-09-2012 00:00,2012,Maharashtra,ahmednagar,37,19.1746394,74.7249024
10-08-2012 00:00,2012,Maharashtra,Thane,18,19.1825167,73.1926023
08-10-2012 00:00,2012,Puducherry,Puducherry,461,10.9254398,79.8380056
11-10-2012 00:00,2012,West Bengal,North 24 Parganas,197,23.0592517,88.8046865
11-10-2013 00:00,2013,Uttar Pradesh,Agra,14,27.2333127,78.1991896
02-10-2013 00:00,2013,Maharashtra,Ahmednagar,18,19.820176,74.399392
13-10-2014 00:00,2014,Karnataka,Kolar,20,12.9920885,78.1800655
08-10-2014 00:00,2014,Maharashtra,Ahmednagar,11,18.6418575,74.7688173
06-10-2014 00:00,2014,Maharashtra,Jalna,20,19.7982083,76.0798006
22-09-2014 00:00,2014,West Bengal,North 24 Parganas,225,22.6872009,88.6494589
10-10-2015 00:00,2015,Arunachal Pradesh,West Siang,20,28.0791511,94.8413111
13-10-2015 00:00,2015,Karnataka,Tumkur,21,13.3399985,77.1000114
12-10-2015 00:00,2015,Lakshadweep,Lakshadweep,56,11.114153,72.720379
14-10-2015 00:00,2015,Madhya Pradesh,Khandwa,11,21.8314037,76.3497612
07-10-2015 00:00,2015,Maharashtra,Nashik,18,20.0250826,74.2612154
14-10-2015 00:00,2015,Nagaland,Dimapur,16,25.9091406,93.7265605
24-09-2015 00:00,2015,Assam,Dhemaji,11,27.6004173,94.7282382
03-09-2015 00:00,2015,Assam,Lakhimpur,22,27.0191315,93.9215541
05-10-2015 00:00,2015,Rajasthan,Sawai Madhopur,8,26.6037899,76.5585226
12-09-2015 00:00,2015,Uttar Pradesh,Fatehpur,57,26.0534856,80.3679529
19-07-2015 00:00,2015,Assam,Kamrup,426,26.1445169,91.7362365
30-06-2015 00:00,2015,Bihar,Bihar,1204,25.6182507,85.149027
22-08-2015 00:00,2015,Chhattisgar h,Raipur,42,21.2513844,81.6296413
01-07-2015 00:00,2015,Delhi,Delhi,12020,28.6090126,76.9854526
24-09-2015 00:00,2015,West Bengal,Birbhum,112,23.932103,87.7851063
13-10-2010 00:00,2010,Dadra and Nagar Haveli,Dadra & Nagar Haveli,4,20.2885283,72.989802
18-01-2010 00:00,2010,Jharkhand,East Singhbum,14,22.8047623,86.2028402
22-09-2010 00:00,2010,Assam,Dibrugarh,3,27.4728327,94.9119621
08-09-2010 00:00,2010,Rajasthan,Dholpur,3,26.6233973,77.6528241
12-09-2010 00:00,2010,Uttar Pradesh,Budaun,7,27.8941595,79.1971742
20-10-2011 00:00,2011,Andhra Pradesh,Mahabubnagar,12,16.296827,77.877789
18-10-2011 00:00,2011,Puducherry,Puducherry,19,11.9415915,79.8083133
21-10-2011 00:00,2011,West Bengal,Howrah,84,22.5251915,88.1333062
14-10-2011 00:00,2011,Rajasthan,Bharatpur,17,27.215247,77.1958661
25-10-2012 00:00,2012,gujarat,tapi,175,21.1721295,73.7415749
24-10-2012 00:00,2012,Manipur,Churachandpur,25,24.3427485,93.6978264
22-10-2012 00:00,2012,Tamil Nadu,Dharmapuri,11,12.3613556,78.2874772
07-10-2012 00:00,2012,Puducherry,Puducherry,1965,11.9415915,79.8083133
23-10-2013 00:00,2013,Himachal Pradesh,Solan,30,30.9587515,76.8380813
16-10-2013 00:00,2013,Maharashtra,Beed,10,18.8874472,75.0831263
20-10-2013 00:00,2013,Maharashtra,Beed,18,18.8874472,75.0831263
18-10-2013 00:00,2013,Maharashtra,Beed,13,18.8060861,75.1741678
21-10-2013 00:00,2013,Tamil Nadu,Perambalur,12,11.4135143,78.7149859
25-10-2013 00:00,2013,Tamil Nadu,Villupuram,11,11.9656382,78.8979346
05-10-2013 00:00,2013,West Bengal,Murshidabad,27,24.1279467,88.6904272
14-10-2014 00:00,2014,Bihar,Patna,11,25.5871971,85.1858421
27-09-2015 00:00,2015,Uttar Pradesh,Hardoi,75,27.3965071,80.1250479
05-10-2015 00:00,2015,West Bengal,Birbhum,286,24.4404094,87.8573107
22-08-2015 00:00,2015,Chhattisgarh,Raipur,47,21.2513844,81.6296413
01-07-2015 00:00,2015,Delhi,Delhi,14246,28.6090126,76.9854526
18-01-2010 00:00,2010,Jharkhand,East Singhbum,35,22.8042417,86.1672082
19-07-2010 00:00,2010,Haryana,Gurgaon,586,28.4489896,76.8227916
08-09-2010 00:00,2010,Rajasthan,Dholpur,12,26.7017469,77.7981274
26-10-2012 00:00,2012,Bihar,Samastipur,52,25.9349688,85.8699231
22-10-2012 00:00,2012,maharashtra,beed,33,18.98608,75.131643
25-10-2012 00:00,2012,maharashtra,beed,14,18.2895546,73.9418603
29-10-2012 00:00,2012,maharashtra,Dhule,31,21.2607557,74.9534317
13-10-2012 00:00,2012,Assam,Sonitpur,30,26.7034421,92.7048195
03-09-2012 00:00,2012,Chandigarh,Chandigarh,579,30.7333148,76.7794179
02-09-2012 00:00,2012,West Bengal,Nadia,25,22.9605105,88.5674032
08-10-2012 00:00,2012,West Bengal,Nadia,49,22.9639139,88.576327
28-10-2013 00:00,2013,Arunachal Pradesh,East Siang,8,27.945106,95.143478
24-10-2013 00:00,2013,Manipur,Churachandpur,11,24.3231639,93.7287503
23-10-2013 00:00,2013,West Bengal,Nadia,51,23.3943067,88.3811903
16-10-2013 00:00,2013,West Bengal,Jalpaiguri,76,26.573409,89.015979
30-10-2014 00:00,2014,Karnataka,Raichur,42,16.2872489,76.6282747
28-10-2014 00:00,2014,West Bengal,Malda,32,24.8786824,88.0184185
03-10-2014 00:00,2014,Maharashtra,Nagpur,49,20.9143845,78.9446576
09-10-2014 00:00,2014,Maharashtra,Nashik,10,20.4726118,74.2988527
28-08-2014 00:00,2014,Maharashtra,Wardha,18,20.7237577,78.3216329
10-07-2014 00:00,2014,West Bengal,Birbhum,28,24.5104696,87.8275599
07-10-2014 00:00,2014,West Bengal,Birbhum,82,24.2975043,87.8270133
26-10-2015 00:00,2015,Uttar Pradesh,Jalaun,68,25.9113422,79.7596142
22-08-2015 00:00,2015,Manipur,Churchandpur,16,24.3606999,93.7063222
28-08-2015 00:00,2015,West Bengal,Nadia,133,22.9605105,88.5674032
04-06-2015 00:00,2015,Arunachal Pradesh,East Siang,1801,28.0631741,95.3239197
19-07-2015 00:00,2015,Assam,Kamrup,489,26.1445169,91.7362365
02-09-2015 00:00,2015,Jammu & Kashmir,Jammu,108,33.277839,75.3412179
04-10-2015 00:00,2015,Uttar Pradesh,Jhansi,26,25.4484257,78.5684594
04-09-2010 00:00,2010,Chandigarh,Chandigarh,24,30.7333148,76.7794179
25-10-2010 00:00,2010,Tamil Nadu,Villupuram,68,11.9931218,79.5173907
12-11-2011 00:00,2011,Tamil Nadu,Shivaganga,6,10.07354,78.773198
13-10-2011 00:00,2011,Maharashtra,Beed,19,18.722356,76.3694352
18-10-2011 00:00,2011,Puducherry,Puducherry,23,11.9415915,79.8083133
10-10-2011 00:00,2011,Haryana,Faridabad,69,28.3910606,77.269293
21-09-2011 00:00,2011,West Bengal,Howrah,18,22.620024,88.2420715
05-11-2012 00:00,2012,maharashtra,Dhule,23,21.2806631,74.509707
06-11-2012 00:00,2012,maharashtra,thane,25,19.8954521,72.6847275
24-10-2012 00:00,2012,maharashtra,Ratnagiri,30,17.3593734,73.2308239
24-09-2012 00:00,2012,Uttar Pradesh,Kanpur Nagar,348,26.449923,80.3318736
11-10-2012 00:00,2012,Jharkhand,East Singhbhum,73,22.759344,86.1904324
07-11-2013 00:00,2013,Karnataka,Chamarajnagar,16,12.0524252,77.6987029
02-10-2013 00:00,2013,maharashtra,Ahmednagar,22,19.820176,74.399392
26-09-2013 00:00,2013,maharashtra,Nashik,10,20.147126,73.819081
03-09-2014 00:00,2014,Maharashtra,Wardha,51,20.5394499,78.8326896
04-08-2015 00:00,2015,Assam,Nagaon,9,26.250413,92.65812
26-09-2015 00:00,2015,Uttar Pradesh,Fatehpur,12,26.0125593,80.2982413
30-06-2015 00:00,2015,Bihar,Bihar,1504,25.6182507,85.149027
